year,,year,donor,recipient,amount
1999,2400,1999,France,Kuwait,868779.0
1999,2335,1999,Australia,Colombia,819509.0
1999,2351,1999,Austria,Poland,762247.0
1999,2385,1999,Finland,India,718787.0
1999,2432,1999,Japan,Chile,623250.0
1999,2388,1999,Finland,Poland,600400.0
1999,2358,1999,Austria,Thailand,391450.0
1999,2479,1999,Spain,Thailand,314579.0
1999,2381,1999,Finland,Chile,310066.0
1999,2382,1999,Finland,Colombia,281878.0
1999,2341,1999,Austria,Chile,276831.0
1999,2334,1999,Australia,Brazil,228253.0
1999,2390,1999,Finland,Thailand,188859.0
1999,2469,1999,Spain,Korea,138147.0
1999,2353,1999,Austria,Saudi Arabia,87631.0
1999,2444,1999,Netherlands,Chile,78613.0
1999,2448,1999,Netherlands,Thailand,61416.0
1999,2503,1999,United Kingdom,Chile,52303.0
1999,2380,1999,Finland,Brazil,43691.0
1999,2430,1999,Italy,Thailand,14674.0
1999,2363,1999,Belgium,Korea,14077.0
1999,2474,1999,Spain,Saudi Arabia,3918.0
1999,2427,1999,Italy,Saudi Arabia,833.0
2000,2736,2000,United States,Colombia,1772088564.0
2000,2648,2000,Japan,Thailand,1034112663.0
2000,2734,2000,United States,Brazil,761719218.0
2000,2748,2000,United States,Saudi Arabia,704291026.0
2000,2752,2000,United States,Thailand,664787517.0
2000,2723,2000,United Kingdom,India,520672707.0
2000,2743,2000,United States,Korea,428436070.0
2000,2606,2000,France,Poland,372043219.0
2000,2741,2000,United States,India,235159888.0
2000,2579,2000,Canada,Poland,230725800.0
2000,2646,2000,Japan,South Africa,145406208.0
2000,2731,2000,United Kingdom,South Africa,118140745.0
2000,2619,2000,Germany,India,110160793.0
2000,2636,2000,Japan,Brazil,109746630.0
2000,2750,2000,United States,South Africa,102200209.0
2000,2735,2000,United States,Chile,94276944.0
2000,2616,2000,Germany,Brazil,86064297.0
2000,2622,2000,Germany,South Africa,83578550.0
2000,2657,2000,Netherlands,South Africa,82424416.0
2000,2664,2000,Norway,South Africa,60572642.0
2000,2710,2000,Switzerland,India,58896499.0
2000,2541,2000,Australia,India,54236236.0
2000,2576,2000,Canada,India,46496599.0
2000,2543,2000,Australia,South Africa,41077289.0
2000,2618,2000,Germany,Colombia,29636849.0
2000,2716,2000,United Kingdom,Brazil,28623233.0
2000,2705,2000,Switzerland,Brazil,25916585.0
2000,2676,2000,Spain,Colombia,24582117.0
2000,2662,2000,Norway,India,23345073.0
2000,2587,2000,Denmark,Thailand,22552519.0
2000,2617,2000,Germany,Chile,20310252.0
2000,2594,2000,France,Brazil,19807264.0
2000,2703,2000,Sweden,South Africa,19426078.0
2000,2601,2000,France,India,19179641.0
2000,2623,2000,Germany,Thailand,17552305.0
2000,2714,2000,Switzerland,South Africa,17443369.0
2000,2656,2000,Netherlands,India,17161364.0
2000,2544,2000,Australia,Thailand,17132824.0
2000,2570,2000,Canada,Brazil,17087810.0
2000,2592,2000,Finland,South Africa,15969347.0
2000,2583,2000,Canada,South Africa,15751740.0
2000,2602,2000,France,Korea,15523071.0
2000,2746,2000,United States,Poland,15495684.0
2000,2633,2000,Italy,India,14393892.0
2000,2659,2000,Norway,Brazil,14347463.0
2000,2661,2000,Norway,Colombia,13777122.0
2000,2630,2000,Italy,Brazil,13698240.0
2000,2665,2000,Norway,Thailand,12591718.0
2000,2612,2000,France,South Africa,12465623.0
2000,2585,2000,Denmark,India,12281487.0
2000,2693,2000,Sweden,Colombia,12089788.0
2000,2674,2000,Spain,Brazil,11563876.0
2000,2727,2000,United Kingdom,Poland,10694708.0
2000,2707,2000,Switzerland,Colombia,9233164.0
2000,2596,2000,France,Colombia,8920309.0
2000,2696,2000,Sweden,India,8842069.0
2000,2563,2000,Belgium,Brazil,8831294.0
2000,2595,2000,France,Chile,8143656.0
2000,2568,2000,Belgium,South Africa,7613984.0
2000,2638,2000,Japan,Colombia,7129761.0
2000,2566,2000,Belgium,India,6957020.0
2000,2614,2000,France,Thailand,6850117.0
2000,2572,2000,Canada,Colombia,5883419.0
2000,2718,2000,United Kingdom,Colombia,5697723.0
2000,2681,2000,Spain,India,5587982.0
2000,2584,2000,Canada,Thailand,5562247.0
2000,2704,2000,Sweden,Thailand,4696287.0
2000,2564,2000,Belgium,Chile,4462014.0
2000,2571,2000,Canada,Chile,4402857.0
2000,2654,2000,Netherlands,Brazil,4177660.0
2000,2642,2000,Japan,India,4021810.0
2000,2675,2000,Spain,Chile,3057997.0
2000,2632,2000,Italy,Colombia,3004070.0
2000,2660,2000,Norway,Chile,2949578.0
2000,2586,2000,Denmark,South Africa,2629173.0
2000,2545,2000,Austria,Brazil,2587405.0
2000,2565,2000,Belgium,Colombia,2571352.0
2000,2690,2000,Spain,South Africa,2167585.0
2000,2560,2000,Austria,South Africa,2109441.0
2000,2634,2000,Italy,South Africa,2035787.0
2000,2733,2000,United Kingdom,Thailand,2027500.0
2000,2655,2000,Netherlands,Colombia,2013709.0
2000,2547,2000,Austria,Colombia,1999515.0
2000,2569,2000,Belgium,Thailand,1870822.0
2000,2620,2000,Germany,Saudi Arabia,1798333.0
2000,2631,2000,Italy,Chile,1736891.0
2000,2551,2000,Austria,India,1667303.0
2000,2609,2000,France,Saudi Arabia,1342165.0
2000,2685,2000,Spain,Poland,1333824.0
2000,2715,2000,Switzerland,Thailand,1311255.0
2000,2717,2000,United Kingdom,Chile,1179720.0
2000,2591,2000,Finland,India,1114531.0
2000,2699,2000,Sweden,Poland,1022109.0
2000,2706,2000,Switzerland,Chile,1011576.0
2000,2603,2000,France,Kuwait,945617.0
2000,2637,2000,Japan,Chile,773289.0
2000,2724,2000,United Kingdom,Korea,675438.0
2000,2555,2000,Austria,Poland,605180.0
2000,2658,2000,Netherlands,Thailand,554557.0
2000,2643,2000,Japan,Poland,526655.0
2000,2593,2000,Finland,Thailand,492839.0
2000,2546,2000,Austria,Chile,491661.0
2000,2588,2000,Finland,Brazil,351639.0
2000,2692,2000,Sweden,Chile,345218.0
2000,2589,2000,Finland,Chile,266202.0
2000,2562,2000,Austria,Thailand,245742.0
2000,2691,2000,Spain,Thailand,236760.0
2000,2537,2000,Australia,Brazil,189282.0
2000,2538,2000,Australia,Chile,188307.0
2000,2539,2000,Australia,Colombia,138555.0
2000,2542,2000,Australia,Korea,108716.0
2000,2682,2000,Spain,Korea,66740.0
2000,2557,2000,Austria,Saudi Arabia,65004.0
2000,2552,2000,Austria,Kuwait,14129.0
2000,2635,2000,Italy,Thailand,9081.0
2000,2687,2000,Spain,Saudi Arabia,7460.0
2001,3006,2001,United States,Brazil,886584534.0
2001,3015,2001,United States,Korea,818773432.0
2001,3013,2001,United States,India,633062559.0
2001,2999,2001,United Kingdom,India,465253117.0
2001,2891,2001,Japan,Brazil,409110607.0
2001,3023,2001,United States,South Africa,390576325.0
2001,2853,2001,Germany,India,379720246.0
2001,2836,2001,France,Poland,353999712.0
2001,3008,2001,United States,Colombia,322187612.0
2001,3025,2001,United States,Thailand,286042808.0
2001,2920,2001,Netherlands,India,228225459.0
2001,2800,2001,Canada,Poland,216267582.0
2001,2895,2001,Japan,India,213334062.0
2001,3007,2001,United States,Chile,193732606.0
2001,3003,2001,United Kingdom,South Africa,159897617.0
2001,2846,2001,Germany,Brazil,104818763.0
2001,2901,2001,Japan,Thailand,84947326.0
2001,2938,2001,Norway,South Africa,72910872.0
2001,2916,2001,Netherlands,Colombia,70724371.0
2001,2934,2001,Norway,Colombia,69544497.0
2001,2858,2001,Germany,Poland,67269308.0
2001,2847,2001,Germany,Chile,64762610.0
2001,2935,2001,Norway,India,61131791.0
2001,2991,2001,Switzerland,India,60904462.0
2001,2824,2001,France,Brazil,54398514.0
2001,2842,2001,France,South Africa,53374694.0
2001,2864,2001,Germany,South Africa,46307858.0
2001,2811,2001,Denmark,South Africa,45554846.0
2001,2848,2001,Germany,Colombia,43471725.0
2001,2763,2001,Australia,Thailand,40894187.0
2001,2996,2001,United Kingdom,Brazil,37488401.0
2001,2797,2001,Canada,India,36066798.0
2001,2758,2001,Australia,India,34108706.0
2001,2983,2001,Sweden,South Africa,33469397.0
2001,2955,2001,Spain,Colombia,32436394.0
2001,2866,2001,Germany,Thailand,30665557.0
2001,2804,2001,Canada,South Africa,26650760.0
2001,2984,2001,Sweden,Thailand,24016897.0
2001,2930,2001,Netherlands,South Africa,23773311.0
2001,2854,2001,Germany,Korea,22655427.0
2001,2844,2001,France,Thailand,22232282.0
2001,2900,2001,Japan,South Africa,19871803.0
2001,2812,2001,Denmark,Thailand,18968263.0
2001,2873,2001,Italy,Brazil,18849105.0
2001,2832,2001,France,Korea,17855712.0
2001,2826,2001,France,Colombia,17156946.0
2001,2994,2001,Switzerland,South Africa,16606448.0
2001,2762,2001,Australia,South Africa,15869183.0
2001,2914,2001,Netherlands,Brazil,14424020.0
2001,2831,2001,France,India,14141071.0
2001,2880,2001,Italy,India,13686047.0
2001,2953,2001,Spain,Brazil,13345298.0
2001,2791,2001,Canada,Brazil,12574116.0
2001,2810,2001,Denmark,India,12540814.0
2001,2825,2001,France,Chile,10817707.0
2001,2960,2001,Spain,India,10591595.0
2001,2789,2001,Belgium,South Africa,10491401.0
2001,2787,2001,Belgium,India,10368537.0
2001,3018,2001,United States,Poland,10115504.0
2001,2976,2001,Sweden,India,9052320.0
2001,2775,2001,Austria,Poland,8083856.0
2001,2805,2001,Canada,Thailand,7587434.0
2001,2793,2001,Canada,Colombia,7363703.0
2001,3004,2001,United Kingdom,Thailand,7016996.0
2001,2925,2001,Netherlands,Poland,6448987.0
2001,2987,2001,Switzerland,Colombia,5873513.0
2001,2892,2001,Japan,Chile,5711917.0
2001,2819,2001,Finland,India,5287526.0
2001,2783,2001,Belgium,Brazil,5048780.0
2001,2889,2001,Italy,South Africa,4821912.0
2001,2875,2001,Italy,Colombia,4646977.0
2001,2759,2001,Australia,Korea,4580368.0
2001,2972,2001,Sweden,Colombia,4502555.0
2001,2815,2001,Finland,Brazil,4410962.0
2001,2932,2001,Norway,Brazil,4122597.0
2001,2954,2001,Spain,Chile,4060181.0
2001,2822,2001,Finland,South Africa,3584932.0
2001,2784,2001,Belgium,Chile,3165652.0
2001,2855,2001,Germany,Kuwait,3053422.0
2001,3020,2001,United States,Saudi Arabia,2802828.0
2001,2971,2001,Sweden,Chile,2736430.0
2001,2823,2001,Finland,Thailand,2692363.0
2001,2893,2001,Japan,Colombia,2679368.0
2001,2771,2001,Austria,India,2591171.0
2001,2785,2001,Belgium,Colombia,2449091.0
2001,2964,2001,Spain,Poland,2388191.0
2001,2968,2001,Spain,South Africa,2240409.0
2001,2979,2001,Sweden,Poland,2168299.0
2001,2780,2001,Austria,South Africa,2149332.0
2001,2764,2001,Austria,Brazil,1971845.0
2001,2885,2001,Italy,Poland,1899414.0
2001,2985,2001,Switzerland,Brazil,1844606.0
2001,2792,2001,Canada,Chile,1832048.0
2001,2782,2001,Austria,Thailand,1828243.0
2001,2931,2001,Netherlands,Thailand,1600287.0
2001,2874,2001,Italy,Chile,1569085.0
2001,2939,2001,Norway,Thailand,1470005.0
2001,2839,2001,France,Saudi Arabia,1446078.0
2001,2833,2001,France,Kuwait,957493.0
2001,2817,2001,Finland,Colombia,911063.0
2001,2890,2001,Italy,Thailand,909728.0
2001,2992,2001,Switzerland,Poland,874221.0
2001,2861,2001,Germany,Saudi Arabia,699057.0
2001,2986,2001,Switzerland,Chile,685638.0
2001,2995,2001,Switzerland,Thailand,581981.0
2001,2772,2001,Austria,Korea,547011.0
2001,2898,2001,Japan,Poland,489437.0
2001,2766,2001,Austria,Colombia,411399.0
2001,2915,2001,Netherlands,Chile,366251.0
2001,2765,2001,Austria,Chile,342294.0
2001,2790,2001,Belgium,Thailand,291544.0
2001,3000,2001,United Kingdom,Poland,224933.0
2001,2933,2001,Norway,Chile,189520.0
2001,2753,2001,Australia,Brazil,185748.0
2001,2961,2001,Spain,Korea,147681.0
2001,2755,2001,Australia,Colombia,124071.0
2001,2969,2001,Spain,Thailand,109608.0
2001,2921,2001,Netherlands,Korea,61042.0
2001,2777,2001,Austria,Saudi Arabia,58193.0
2001,2881,2001,Italy,Korea,50845.0
2001,2754,2001,Australia,Chile,34861.0
2001,2922,2001,Netherlands,Kuwait,31346.0
2001,2927,2001,Netherlands,Saudi Arabia,29696.0
2001,2816,2001,Finland,Chile,28267.0
2001,2761,2001,Australia,Saudi Arabia,7575.0
2001,2936,2001,Norway,Saudi Arabia,3428.0
2001,2760,2001,Australia,Poland,3046.0
2001,2882,2001,Italy,Kuwait,2427.0
2002,3176,2002,Japan,Brazil,1248485836.0
2002,3182,2002,Japan,India,731407870.0
2002,3303,2002,United States,Colombia,657266022.0
2002,3310,2002,United States,Korea,620383060.0
2002,3321,2002,United States,Thailand,577008018.0
2002,3293,2002,United Kingdom,India,543083106.0
2002,3189,2002,Japan,Thailand,529053200.0
2002,3204,2002,Netherlands,India,384433732.0
2002,3308,2002,United States,India,269641075.0
2002,3109,2002,France,Poland,268333900.0
2002,3125,2002,Germany,India,176395577.0
2002,3136,2002,Germany,South Africa,138390096.0
2002,3074,2002,Canada,Poland,134289568.0
2002,3118,2002,Germany,Brazil,103967020.0
2002,3319,2002,United States,South Africa,83443732.0
2002,3296,2002,United Kingdom,South Africa,82485361.0
2002,3119,2002,Germany,Chile,68648801.0
2002,3285,2002,Switzerland,India,63619429.0
2002,3130,2002,Germany,Poland,59970520.0
2002,3115,2002,France,South Africa,58919806.0
2002,3097,2002,France,Brazil,58639839.0
2002,3212,2002,Netherlands,South Africa,48402956.0
2002,3254,2002,Spain,Colombia,44787721.0
2002,3300,2002,United States,Brazil,42059123.0
2002,3086,2002,Denmark,South Africa,38972297.0
2002,3071,2002,Canada,India,38031672.0
2002,3104,2002,France,India,32323412.0
2002,3062,2002,Belgium,South Africa,31662993.0
2002,3087,2002,Denmark,Thailand,31113605.0
2002,3120,2002,Germany,Colombia,29101059.0
2002,3188,2002,Japan,South Africa,27545971.0
2002,3235,2002,Norway,South Africa,24654989.0
2002,3066,2002,Canada,Colombia,24196579.0
2002,3116,2002,France,Thailand,22378010.0
2002,3085,2002,Denmark,India,20782595.0
2002,3095,2002,Finland,South Africa,20113568.0
2002,3037,2002,Australia,Thailand,19709184.0
2002,3126,2002,Germany,Korea,19685255.0
2002,3064,2002,Canada,Brazil,18452266.0
2002,3177,2002,Japan,Chile,18136261.0
2002,3227,2002,Norway,India,17464556.0
2002,3165,2002,Italy,Brazil,16297743.0
2002,3279,2002,Sweden,South Africa,16175915.0
2002,3099,2002,France,Colombia,15794002.0
2002,3105,2002,France,Korea,15749957.0
2002,3283,2002,Switzerland,Colombia,15484995.0
2002,3288,2002,Switzerland,South Africa,13645414.0
2002,3200,2002,Netherlands,Colombia,13583185.0
2002,3222,2002,Norway,Colombia,13368664.0
2002,3138,2002,Germany,Thailand,13212654.0
2002,3057,2002,Belgium,Brazil,13194401.0
2002,3290,2002,United Kingdom,Brazil,11664099.0
2002,3252,2002,Spain,Brazil,11498612.0
2002,3098,2002,France,Chile,11484926.0
2002,3079,2002,Canada,South Africa,11421685.0
2002,3035,2002,Australia,South Africa,9664616.0
2002,3032,2002,Australia,India,9575674.0
2002,3060,2002,Belgium,India,8947714.0
2002,3093,2002,Finland,India,8797916.0
2002,3270,2002,Sweden,Colombia,8438426.0
2002,3049,2002,Austria,Poland,7181453.0
2002,3259,2002,Spain,India,6975251.0
2002,3058,2002,Belgium,Chile,6202638.0
2002,3174,2002,Italy,South Africa,5978775.0
2002,3080,2002,Canada,Thailand,5903942.0
2002,3253,2002,Spain,Chile,5263023.0
2002,3089,2002,Finland,Brazil,4552834.0
2002,3045,2002,Austria,India,4397997.0
2002,3199,2002,Netherlands,Brazil,4215745.0
2002,3065,2002,Canada,Chile,4193368.0
2002,3167,2002,Italy,Colombia,3766421.0
2002,3168,2002,Italy,India,3648143.0
2002,3220,2002,Norway,Brazil,3457592.0
2002,3059,2002,Belgium,Colombia,3293733.0
2002,3038,2002,Austria,Brazil,3276995.0
2002,3178,2002,Japan,Colombia,2847955.0
2002,3315,2002,United States,Poland,2723424.0
2002,3263,2002,Spain,Poland,2621094.0
2002,3054,2002,Austria,South Africa,2445092.0
2002,3127,2002,Germany,Kuwait,2432554.0
2002,3230,2002,Norway,Poland,2355371.0
2002,3302,2002,United States,Chile,2216855.0
2002,3289,2002,Switzerland,Thailand,1618632.0
2002,3274,2002,Sweden,India,1608632.0
2002,3112,2002,France,Saudi Arabia,1482791.0
2002,3096,2002,Finland,Thailand,1477950.0
2002,3033,2002,Australia,Korea,1040472.0
2002,3133,2002,Germany,Saudi Arabia,984016.0
2002,3297,2002,United Kingdom,Thailand,799607.0
2002,3213,2002,Netherlands,Thailand,750031.0
2002,3040,2002,Austria,Colombia,674861.0
2002,3091,2002,Finland,Colombia,666954.0
2002,3277,2002,Sweden,Poland,614368.0
2002,3106,2002,France,Kuwait,591172.0
2002,3221,2002,Norway,Chile,550131.0
2002,3185,2002,Japan,Poland,541001.0
2002,3166,2002,Italy,Chile,508908.0
2002,3282,2002,Switzerland,Chile,503960.0
2002,3084,2002,Denmark,Colombia,456410.0
2002,3280,2002,Sweden,Thailand,427824.0
2002,3056,2002,Austria,Thailand,419146.0
2002,3046,2002,Austria,Korea,407502.0
2002,3207,2002,Netherlands,Poland,392495.0
2002,3281,2002,Switzerland,Brazil,376109.0
2002,3236,2002,Norway,Thailand,351765.0
2002,3027,2002,Australia,Brazil,299001.0
2002,3039,2002,Austria,Chile,212875.0
2002,3291,2002,United Kingdom,Chile,191282.0
2002,3063,2002,Belgium,Thailand,169040.0
2002,3267,2002,Spain,South Africa,116681.0
2002,3268,2002,Spain,Thailand,105620.0
2002,3170,2002,Italy,Poland,105459.0
2002,3051,2002,Austria,Saudi Arabia,93142.0
2002,3090,2002,Finland,Chile,72019.0
2002,3028,2002,Australia,Colombia,63956.0
2002,3260,2002,Spain,Korea,52684.0
2002,3209,2002,Netherlands,Saudi Arabia,52439.0
2002,3175,2002,Italy,Thailand,42134.0
2002,3232,2002,Norway,Saudi Arabia,22827.0
2002,3311,2002,United States,Kuwait,14754.0
2002,3076,2002,Canada,Saudi Arabia,10461.0
2002,3172,2002,Italy,Saudi Arabia,6159.0
2003,3480,2003,Japan,India,1289448503.0
2003,3598,2003,United States,Colombia,790755792.0
2003,3591,2003,United Kingdom,India,589325524.0
2003,3473,2003,Japan,Brazil,495670280.0
2003,3405,2003,France,Poland,278340136.0
2003,3603,2003,United States,India,214161980.0
2003,3594,2003,United Kingdom,South Africa,205813905.0
2003,3422,2003,Germany,India,156971371.0
2003,3415,2003,Germany,Brazil,126078181.0
2003,3510,2003,Netherlands,India,125026494.0
2003,3492,2003,Japan,Thailand,106891961.0
2003,3539,2003,Spain,Colombia,103042202.0
2003,3377,2003,Canada,Poland,101005804.0
2003,3613,2003,United States,South Africa,95586777.0
2003,3475,2003,Japan,Colombia,83332143.0
2003,3427,2003,Germany,Poland,80563269.0
2003,3481,2003,Japan,Korea,79631857.0
2003,3327,2003,Australia,India,67879921.0
2003,3393,2003,France,Brazil,54563814.0
2003,3596,2003,United States,Brazil,52491626.0
2003,3560,2003,Sweden,India,50655643.0
2003,3432,2003,Germany,South Africa,49399255.0
2003,3517,2003,Netherlands,South Africa,44358793.0
2003,3434,2003,Germany,Thailand,37482292.0
2003,3615,2003,United States,Thailand,34487444.0
2003,3417,2003,Germany,Colombia,33799111.0
2003,3595,2003,United Kingdom,Thailand,33331775.0
2003,3491,2003,Japan,South Africa,29082838.0
2003,3576,2003,Switzerland,India,28063157.0
2003,3365,2003,Belgium,South Africa,27195949.0
2003,3416,2003,Germany,Chile,25436373.0
2003,3413,2003,France,Thailand,24776661.0
2003,3385,2003,Denmark,South Africa,24652032.0
2003,3400,2003,France,India,24457579.0
2003,3411,2003,France,South Africa,23189122.0
2003,3423,2003,Germany,Korea,21650068.0
2003,3386,2003,Denmark,Thailand,19778458.0
2003,3330,2003,Australia,South Africa,19099413.0
2003,3567,2003,Sweden,South Africa,18047177.0
2003,3395,2003,France,Colombia,16385529.0
2003,3394,2003,France,Chile,15426269.0
2003,3401,2003,France,Korea,15026760.0
2003,3374,2003,Canada,India,15000758.0
2003,3474,2003,Japan,Chile,14870219.0
2003,3527,2003,Norway,Colombia,14450152.0
2003,3391,2003,Finland,South Africa,13702323.0
2003,3358,2003,Belgium,India,13562664.0
2003,3556,2003,Sweden,Colombia,13357324.0
2003,3384,2003,Denmark,India,12597547.0
2003,3584,2003,Switzerland,South Africa,10581393.0
2003,3537,2003,Spain,Brazil,10565805.0
2003,3530,2003,Norway,South Africa,10136305.0
2003,3568,2003,Sweden,Thailand,10094591.0
2003,3544,2003,Spain,India,9736318.0
2003,3571,2003,Switzerland,Colombia,9658060.0
2003,3466,2003,Italy,Brazil,9091461.0
2003,3528,2003,Norway,India,9076692.0
2003,3344,2003,Austria,Poland,8835420.0
2003,3368,2003,Canada,Brazil,8532965.0
2003,3370,2003,Canada,Colombia,8459822.0
2003,3485,2003,Japan,Poland,8227453.0
2003,3380,2003,Canada,South Africa,8073931.0
2003,3381,2003,Canada,Thailand,7449169.0
2003,3488,2003,Japan,Saudi Arabia,5799345.0
2003,3352,2003,Belgium,Brazil,5525297.0
2003,3513,2003,Netherlands,Poland,5403311.0
2003,3332,2003,Australia,Thailand,5230934.0
2003,3587,2003,United Kingdom,Brazil,5033897.0
2003,3353,2003,Belgium,Chile,4769254.0
2003,3340,2003,Austria,India,4040403.0
2003,3607,2003,United States,Poland,3523526.0
2003,3570,2003,Switzerland,Chile,3507432.0
2003,3506,2003,Netherlands,Colombia,3282387.0
2003,3525,2003,Norway,Brazil,3241975.0
2003,3538,2003,Spain,Chile,3153424.0
2003,3369,2003,Canada,Chile,2814519.0
2003,3354,2003,Belgium,Colombia,2791512.0
2003,3471,2003,Italy,South Africa,2711439.0
2003,3392,2003,Finland,Thailand,2700676.0
2003,3518,2003,Netherlands,Thailand,2626586.0
2003,3549,2003,Spain,Poland,2616377.0
2003,3597,2003,United States,Chile,2454186.0
2003,3349,2003,Austria,South Africa,2319145.0
2003,3569,2003,Switzerland,Brazil,2185221.0
2003,3468,2003,Italy,Colombia,2037190.0
2003,3586,2003,Switzerland,Thailand,1781417.0
2003,3333,2003,Austria,Brazil,1745463.0
2003,3390,2003,Finland,India,1632723.0
2003,3408,2003,France,Saudi Arabia,1324432.0
2003,3430,2003,Germany,Saudi Arabia,1233550.0
2003,3361,2003,Belgium,Poland,1185618.0
2003,3504,2003,Netherlands,Brazil,1162840.0
2003,3563,2003,Sweden,Poland,1087798.0
2003,3325,2003,Australia,Colombia,1032534.0
2003,3531,2003,Norway,Thailand,967888.0
2003,3469,2003,Italy,India,942644.0
2003,3323,2003,Australia,Brazil,860844.0
2003,3389,2003,Finland,Colombia,673710.0
2003,3402,2003,France,Kuwait,566301.0
2003,3335,2003,Austria,Colombia,550639.0
2003,3387,2003,Finland,Brazil,495129.0
2003,3526,2003,Norway,Chile,474618.0
2003,3351,2003,Austria,Thailand,449510.0
2003,3588,2003,United Kingdom,Colombia,417443.0
2003,3472,2003,Italy,Thailand,415105.0
2003,3341,2003,Austria,Korea,404501.0
2003,3553,2003,Spain,South Africa,380181.0
2003,3467,2003,Italy,Chile,379140.0
2003,3328,2003,Australia,Korea,298599.0
2003,3604,2003,United States,Korea,276969.0
2003,3388,2003,Finland,Chile,258334.0
2003,3580,2003,Switzerland,Poland,217939.0
2003,3334,2003,Austria,Chile,208477.0
2003,3554,2003,Spain,Thailand,182091.0
2003,3610,2003,United States,Saudi Arabia,146914.0
2003,3346,2003,Austria,Saudi Arabia,123611.0
2003,3424,2003,Germany,Kuwait,121899.0
2003,3482,2003,Japan,Kuwait,111514.0
2003,3545,2003,Spain,Korea,110984.0
2003,3529,2003,Norway,Saudi Arabia,100973.0
2003,3577,2003,Switzerland,Korea,88653.0
2003,3367,2003,Belgium,Thailand,65631.0
2003,3375,2003,Canada,Korea,42158.0
2003,3324,2003,Australia,Chile,37387.0
2003,3546,2003,Spain,Kuwait,20232.0
2003,3470,2003,Italy,Poland,5620.0
2003,3505,2003,Netherlands,Chile,867.0
2004,3764,2004,Japan,India,1481069275.0
2004,3875,2004,United Kingdom,India,847628823.0
2004,3881,2004,United States,Colombia,768501316.0
2004,3775,2004,Japan,Thailand,616095142.0
2004,3759,2004,Japan,Brazil,284919014.0
2004,3701,2004,France,Poland,246786003.0
2004,3718,2004,Germany,India,200259349.0
2004,3886,2004,United States,India,197001768.0
2004,3894,2004,United States,South Africa,142189132.0
2004,3711,2004,Germany,Brazil,112659858.0
2004,3879,2004,United States,Brazil,110719208.0
2004,3765,2004,Japan,Korea,94957474.0
2004,3707,2004,France,South Africa,93063369.0
2004,3728,2004,Germany,South Africa,89331271.0
2004,3723,2004,Germany,Poland,88340967.0
2004,3668,2004,Canada,Poland,76262637.0
2004,3689,2004,France,Brazil,48235247.0
2004,3712,2004,Germany,Chile,39206787.0
2004,3662,2004,Canada,Brazil,36557765.0
2004,3790,2004,Netherlands,Colombia,35039942.0
2004,3803,2004,Netherlands,South Africa,31985215.0
2004,3840,2004,Spain,Colombia,31686806.0
2004,3854,2004,Sweden,South Africa,29819573.0
2004,3709,2004,France,Thailand,28086852.0
2004,3863,2004,Switzerland,India,27333076.0
2004,3719,2004,Germany,Korea,25869365.0
2004,3877,2004,United Kingdom,South Africa,25799137.0
2004,3713,2004,Germany,Colombia,23273322.0
2004,3896,2004,United States,Thailand,22648175.0
2004,3751,2004,Italy,India,22048277.0
2004,3697,2004,France,Korea,21249612.0
2004,3672,2004,Canada,South Africa,21148348.0
2004,3821,2004,Norway,South Africa,21139764.0
2004,3691,2004,France,Colombia,20550385.0
2004,3696,2004,France,India,20544210.0
2004,3659,2004,Belgium,South Africa,18048848.0
2004,3745,2004,Italy,Brazil,17385041.0
2004,3677,2004,Denmark,Thailand,17093906.0
2004,3760,2004,Japan,Chile,16657471.0
2004,3730,2004,Germany,Thailand,16202228.0
2004,3653,2004,Belgium,India,16140915.0
2004,3774,2004,Japan,South Africa,16122808.0
2004,3667,2004,Canada,India,15747278.0
2004,3690,2004,France,Chile,14209822.0
2004,3844,2004,Sweden,Colombia,13130535.0
2004,3838,2004,Spain,Brazil,12842837.0
2004,3664,2004,Canada,Colombia,12333852.0
2004,3841,2004,Spain,India,12325641.0
2004,3814,2004,Norway,Colombia,10611827.0
2004,3847,2004,Sweden,India,10223540.0
2004,3761,2004,Japan,Colombia,10076455.0
2004,3858,2004,Switzerland,Colombia,9243286.0
2004,3757,2004,Italy,South Africa,8510146.0
2004,3687,2004,Finland,South Africa,8043694.0
2004,3747,2004,Italy,Colombia,8019248.0
2004,3794,2004,Netherlands,India,7720085.0
2004,3639,2004,Austria,Poland,7716171.0
2004,3627,2004,Australia,Thailand,6915280.0
2004,3771,2004,Japan,Saudi Arabia,6570236.0
2004,3647,2004,Belgium,Brazil,6056297.0
2004,3871,2004,Switzerland,South Africa,5113047.0
2004,3676,2004,Denmark,South Africa,4711381.0
2004,3839,2004,Spain,Chile,4414283.0
2004,3649,2004,Belgium,Colombia,4330325.0
2004,3816,2004,Norway,India,3887496.0
2004,3622,2004,Australia,India,3790331.0
2004,3889,2004,United States,Poland,3740925.0
2004,3675,2004,Denmark,India,3676720.0
2004,3704,2004,France,Saudi Arabia,3579617.0
2004,3635,2004,Austria,India,3086874.0
2004,3873,2004,United Kingdom,Brazil,3032054.0
2004,3682,2004,Finland,India,2937164.0
2004,3880,2004,United States,Chile,2705554.0
2004,3688,2004,Finland,Thailand,2599833.0
2004,3678,2004,Finland,Brazil,2543226.0
2004,3856,2004,Switzerland,Brazil,2438098.0
2004,3673,2004,Canada,Thailand,2437148.0
2004,3812,2004,Norway,Brazil,2401831.0
